index,node,prompt,class_name,is_leaf,classidx
928,n02484975,"itap of a guenon monkey.",guenon monkey,1,370
929,n02091134,"itap of a whippet.",whippet,1,172
930,n02097658,"itap of a Sydney silky Terrier.",Sydney silky Terrier,1,201
931,n02110627,"itap of a Affenpinscher monkey dog.",Affenpinscher monkey dog,1,252
932,n02093056,"itap of a bull Terrier.",bull Terrier,0,99999
933,n02088364,"itap of a beagle.",beagle,1,162
934,n02111500,"itap of a Great Pyrenees dog.",Great Pyrenees dog,1,257
935,n03314780,"itap of a face powder.",face powder,1,551
936,n01739381,"itap of a vine snake.",vine snake,1,59
937,n02804414,"itap of a bassinet.",bassinet,1,431
938,n04128499,"itap of a sailboat or sailing boat.",sailboat or sailing boat,0,99999
939,n02108000,"itap of a EntleBucher Sennenhund.",EntleBucher Sennenhund,1,241
940,n01740131,"itap of a night snake.",night snake,1,60
941,n01846331,"itap of a duck.",duck,0,99999
942,n02107908,"itap of a Appenzeller Sennenhund.",Appenzeller Sennenhund,1,240
943,n02089973,"itap of a English foxhound.",English foxhound,1,167
944,n02086240,"itap of a Shih-Tzu.",Shih-Tzu,1,155
945,n04461696,"itap of a tow truck.",tow truck,1,864
946,n04465501,"itap of a tractor.",tractor,1,866
947,n02022684,"itap of a shorebird, shore bird.",shorebird,0,99999
948,n01729977,"itap of a smooth green grass snake.",smooth green grass snake,1,55
949,n02098413,"itap of a Lhasa Apso.",Lhasa Apso,1,204
950,n02097298,"itap of a Scottish Terrier.",Scottish Terrier,1,199
951,n02101006,"itap of a Gordon setter.",Gordon setter,1,214
952,n02101388,"itap of a Brittany spaniel.",Brittany spaniel,1,215
953,n02071294,"itap of a killer whale or orca.",killer whale or orca,1,148
954,n02096177,"itap of a cairn Terrier.",cairn Terrier,1,192
955,n01682714,"itap of a Carolina anole chameleon.",Carolina anole chameleon,1,40
956,n02481823,"itap of a chimpanzee or chimp.",chimpanzee or chimp,1,367
957,n02102973,"itap of a Irish water spaniel.",Irish water spaniel,1,221
958,n01665541,"itap of a leatherback sea turtle.",leatherback sea turtle,1,34
959,n04146614,"itap of a school bus.",school bus,1,779
960,n02492660,"itap of a howler monkey.",howler monkey,1,379
961,n02489166,"itap of a proboscis monkey.",proboscis monkey,1,376
962,n02104882,"itap of a Belgian sheepdog or Belgian shepherd.",Belgian sheepdog or Belgian shepherd,0,99999
963,n02930766,"itap of a cab or taxi.",cab or taxi,1,468
964,n03930630,"itap of a pickup truck.",pickup truck,1,717
965,n02101861,"itap of a springer spaniel.",springer spaniel,0,99999
966,n02113335,"itap of a Poodle dog.",Poodle dog,0,99999
967,n02087046,"itap of a toy Terrier.",toy Terrier,1,158
968,n02500267,"itap of a indri or indris lemur (babakato).",indri or indris lemur (babakato),1,384
969,n02007558,"itap of a flamingo.",flamingo,1,130
970,n02493793,"itap of a Geoffroy's spider monkey.",Geoffroy's spider monkey,1,381
971,n03100240,"itap of a convertible car.",convertible car,1,511
972,n01753959,"itap of a pit viper.",pit viper,0,99999
973,n02104365,"itap of a Schipperke dog.",Schipperke dog,1,223
974,n02096585,"itap of a Boston bull Terrier.",Boston bull Terrier,1,195
975,n02110341,"itap of a dalmatian or coach dog.",dalmatian or coach dog,1,251
976,n02105251,"itap of a Briard Berger de Brie French dog.",Briard Berger de Brie French dog,1,226
977,n02116738,"itap of a African hunting dog.",African hunting dog,1,275
978,n02002075,"itap of a stork.",stork,0,99999
979,n02107683,"itap of a Bernese mountain dog.",Bernese mountain dog,1,239
980,n02106166,"itap of a Border collie dog.",Border collie dog,1,232
981,n02480855,"itap of a gorilla.",gorilla,1,366
982,n01687978,"itap of a agama lizard.",agama lizard,1,42
983,n02085936,"itap of a Maltese Terrier dog.",Maltese Terrier dog,1,153
984,n02093859,"itap of a Kerry blue Terrier.",Kerry blue Terrier,1,183
985,n03662601,"itap of a lifeboat.",lifeboat,1,625
986,n02108422,"itap of a Bull Mastiff dog.",Bull Mastiff dog,1,243
987,n02006656,"itap of a spoonbill bird.",spoonbill bird,1,129
988,n02100735,"itap of a English setter.",English setter,1,212
989,n02091467,"itap of a Norwegian elkhound.",Norwegian elkhound,1,174
990,n03131574,"itap of a crib or baby cot.",crib or baby cot,1,520
991,n02106030,"itap of a collie.",collie,1,231
992,n02088632,"itap of a bluetick Coonhound.",bluetick Coonhound,1,164
993,n04273569,"itap of a speedboat.",speedboat,1,814
994,n02490219,"itap of a marmoset monkey.",marmoset monkey,1,377
995,n02115913,"itap of a dhole dog.",dhole dog,1,274
996,n02090622,"itap of a borzoi Russian hunting Wolfhound.",borzoi Russian hunting Wolfhound,1,169
997,n03345487,"itap of a fire engine truck.",fire engine,1,555
998,n04310018,"itap of a steam locomotive.",steam locomotive,1,820
999,n02105505,"itap of a Hunagrian Komondor sheepdog.",Hunagrian Komondor sheepdog,1,228
1000,n01855672,"itap of a goose.",goose,1,99
1001,n02106382,"itap of a Bouvier des Flandres dog.",Bouvier des Flandres dog,1,233
1002,n02108089,"itap of a Boxer dog.",Boxer dog,1,242
1003,n04606251,"itap of a shipwreck.",shipwreck,1,913
1004,n02091244,"itap of a Ibizan hound, Ibizan Podenco.",Ibizan hound,1,173
1005,n04467665,"itap of a trailer truck.",trailer truck,1,867
1006,n03670208,"itap of a limousine or limo.",limousine or limo,1,627
1007,n02488291,"itap of a langur.",langur,1,374
1008,n02120079,"itap of a Arctic white fox.",Arctic white fox,1,279
1009,n02110958,"itap of a Pug dog.",Pug dog,1,254
1010,n03125729,"itap of a cradle.",cradle,1,516
1011,n02091831,"itap of a Saluki or gazelle hound.",Saluki or gazelle hound,1,176
1012,n03777568,"itap of a Ford Model T car.",Ford Model T car,1,661
1013,n03272562,"itap of a electric locomotive railroad train.",electric locomotive,1,547
1014,n01688243,"itap of a frilled-necked lizard.",frilled-necked lizard,1,43
1015,n02056570,"itap of a king penguin.",king penguin,1,145
1016,n02099849,"itap of a Chesapeake Bay retriever.",Chesapeake Bay retriever,1,209
1017,n02112826,"itap of a Welsh corgi.",Welsh corgi,0,99999
1018,n02483362,"itap of a gibbon.",gibbon,1,368
1019,n02096294,"itap of a Australian Terrier.",Australian Terrier,1,193
1020,n03344393,"itap of a fireboat.",fireboat,1,554
1021,n02690373,"itap of a airliner.",airliner,1,404
1022,n02093991,"itap of a Irish Terrier.",Irish Terrier,1,184
1023,n02099601,"itap of a golden retriever.",golden retriever,1,207
1024,n02098286,"itap of a West Highland white Terrier.",West Highland white Terrier,1,203
1025,n02110806,"itap of a Basenji hunting dog.",Basenji hunting dog,1,253
1026,n02497673,"itap of a Madagascar ring-tailed lemur.",Madagascar ring-tailed lemur,1,383
1027,n02172182,"itap of a dung beetle.",dung beetle,1,305
1028,n01737021,"itap of a water snake.",water snake,1,58
1029,n02093647,"itap of a Bedlington Terrier.",Bedlington Terrier,1,181
1030,n03977966,"itap of a police van.",police van,1,734
1031,n02099712,"itap of a Labrador retriever.",Labrador retriever,1,208
1032,n03673027,"itap of a ocean liner ship.",ocean liner ship,1,628
1033,n02112706,"itap of a Brabancon griffon dog.",Brabancon griffon dog,1,262
1034,n02092339,"itap of a Weimaraner hound.",Weimaraner hound,1,178
1035,n02101556,"itap of a Clumber spaniel.",Clumber spaniel,1,216
1036,n02109047,"itap of a Great Dane dog.",Great Dane dog,1,246
1037,n04592741,itap of a airplane wing.,airplane wing,1,908
1038,n03445924,"itap of a golfcart, golf cart.",golfcart,1,575
1039,n02066245,"itap of a grey whale.",grey whale,1,147
1040,n02092002,"itap of a Scottish deerhound.",Scottish deerhound,1,177
1041,n02115641,"itap of a dingo dog or warrigal.",dingo dog or warrigal,1,273
1042,n02488702,"itap of a black-and-white colobus monkey.",black-and-white colobus monkey,1,375
1043,n01664065,"itap of a loggerhead sea turtle.",loggerhead sea turtle,1,33
1044,n02120505,"itap of a grey fox, gray fox, Urocyon cinereoargenteus.",grey fox,1,280
1045,n02098105,"itap of a soft-coated wheaten Terrier.",soft-coated wheaten Terrier,1,202
1046,n02099267,"itap of a flat-coated retriever.",flat-coated retriever,1,205
1047,n02105641,"itap of a Old English sheepdog or bobtail.",Old English sheepdog or bobtail,1,229
1048,n02108254,"itap of a Mastiff.",Mastiff,0,99999
1049,n01728572,"itap of a worm snake.",worm snake,1,52
1050,n01735189,"itap of a garter snake.",garter snake,1,57
1051,n01729322,"itap of a eastern hog-nosed snake or puff adder.",eastern hog-nosed snake or puff adder,1,54
1052,n03895866,"itap of a passenger coach railroad car.",passenger coach,1,705
1053,n02119022,"itap of a red fox.",red fox,1,277
1054,n02797295,"itap of a wheelbarrow cart.",wheelbarrow,1,428
1055,n02096756,"itap of a schnauzer.",schnauzer,0,99999
1056,n02835271,"itap of a bicycle-built-for-two or tandem bicycle.",bicycle-built-for-two or tandem bicycle,1,444
1057,n02086346,"itap of a toy spaniel.",toy spaniel,0,99999
1058,n02086079,"itap of a Pekingese dog.",Pekingese dog,1,154
1059,n02088094,"itap of a Afghan hound.",Afghan hound,1,160
1060,n02106550,"itap of a Rottweiler.",Rottweiler,1,234
1061,n04037443,"itap of a race car or racing car.",race car or racing car,1,751
1062,n03791053,"itap of a motor scooter.",motor scooter,1,670
1063,n02088466,"itap of a bloodhound.",bloodhound,1,163
1064,n02951358,"itap of a canoe.",canoe,1,472
1065,n03796401,"itap of a moving van.",moving van,1,675
1066,n02119789,"itap of a kit fox.",kit fox,1,278
1067,n02094258,"itap of a Norwich Terrier.",Norwich Terrier,1,186
1068,n04147183,"itap of a schooner.",schooner,1,780
1069,n04204347,"itap of a shopping cart.",shopping cart,1,791
1070,n02100236,"itap of a German short-haired pointer.",German short-haired pointer,1,210
1071,n02107312,"itap of a Miniature pinscher dog.",Miniature pinscher dog,1,237
1072,n02111129,"itap of a Leonberger dog.",Leonberger dog,1,255
1073,n02094433,"itap of a Yorkshire Terrier.",Yorkshire Terrier,1,187
1074,n02687172,"itap of a aircraft carrier.",aircraft carrier,1,403
1075,n02494079,"itap of a common squirrel monkey.",common squirrel monkey,1,382
1076,n02110185,"itap of a Siberian husky dog.",Siberian husky dog,1,250
1077,n02096437,"itap of a Dandie Dinmont Terrier.",Dandie Dinmont Terrier,1,194
1078,n02012849,"itap of a crane bird.",crane bird,1,134
1079,n03676483,"itap of a lipstick or lip rouge.",lipstick or lip rouge,1,629
1080,n02095412,"itap of a wire-haired Terrier.",wire-haired Terrier,0,99999
1081,n03947888,"itap of a pirate ship.",pirate ship,1,724
1082,n02058221,"itap of a albatross.",albatross,1,146
1083,n04612504,"itap of a yawl.",yawl,1,914
1084,n02018795,"itap of a bustard bird.",bustard bird,1,138
1085,n02492035,"itap of a white-headed capuchin monkey.",white-headed capuchin monkey,1,378
1086,n02102480,"itap of a Sussex spaniel dog.",Sussex spaniel,1,220
1087,n02096051,"itap of a Airedale Terrier dog.",Airedale Terrier,1,191
1088,n02085782,"itap of a Japanese Chin spaniel dog.",Japanese Chin spaniel,1,152
1089,n03384352,"itap of a forklift.",forklift,1,561
1090,n04487081,"itap of a trolleybus.",trolleybus,1,874
1091,n02094114,"itap of a Norfolk Terrier.",Norfolk Terrier,1,185
1092,n02113978,"itap of a Mexican hairless dog (xoloitzcuintli).",Mexican hairless dog (xoloitzcuintli),1,268
1093,n02051845,"itap of a pelican bird.",pelican,1,144
1094,n01734418,"itap of a king snake.",king snake,1,56
1095,n02093754,"itap of a Border Terrier.",Border Terrier,1,182
1096,n02002724,"itap of a black stork.",black stork,1,128
1097,n02009229,"itap of a little blue heron.",little blue heron,1,131
1098,n02981792,"itap of a catamaran sailing boat.",catamaran,1,484
1099,n02105056,"itap of a Groenendael dog.",Groenendael dog,1,224
1100,n02112018,"itap of a Pomeranian dog.",Pomeranian,1,259
1101,n02095727,"itap of a Welsh Terrier.",Welsh Terrier,0,99999
1102,n02025239,"itap of a ruddy turnstone bird.",ruddy turnstone bird,1,139
1103,n02113712,"itap of a Miniature poodle dog.",Miniature poodle,1,266
1104,n02026059,"itap of a sandpiper wading bird.",sandpiper wading bird,0,99999
1105,n02002556,"itap of a white stork.",white stork,1,127
1106,n02093256,"itap of a Staffordshire bull Terrier dog.",Staffordshire bull Terrier,1,179
1107,n01855032,"itap of a red-breasted merganser duck.",red-breasted merganser,1,98
1108,n02093428,"itap of a American Staffordshire pit bull Terrier.",American Staffordshire pit bull Terrier,1,180
1109,n02086646,"itap of a Blenheim cavelier King Charles spaniel.",Blenheim cavelier King Charles spaniel,1,156
1110,n02111889,"itap of a Samoyed dog.",Samoyed dog,1,258
1111,n02112137,"itap of a Chow Chow dog.",Chow Chow dog,1,260
1112,n01755581,"itap of a eastern diamondback rattlesnake.",eastern diamondback rattlesnake,1,67
1113,n01756291,"itap of a sidewinder horned rattlesnake.",sidewinder horned rattlesnake,1,68
1114,n02113023,"itap of a Pembroke Welsh corgi dog.",Pembroke Welsh corgi,1,263
1115,n02009912,"itap of a American great white egret bird.",American great white egret,1,132
1116,n02095570,"itap of a Lakeland Terrier dog.",Lakeland Terrier,1,189
1117,n02097047,"itap of a miniature schnauzer.",miniature schnauzer,1,196
1118,n02011460,"itap of a bittern bird.",bittern bird,1,133
1119,n02113799,"itap of a Standard poodle dog.",Standard poodle,1,267
1120,n02033041,"itap of a dowitcher wading bird.",dowitcher wading bird,1,142
1121,n02102177,"itap of a Welsh springer spaniel.",Welsh springer spaniel,1,218
1122,n02108915,"itap of a French bulldog.",French bulldog,1,245
1123,n02086910,"itap of a Papillon Continental Toy Spaniel dog.",Papillon Continental Toy Spaniel,1,157
1124,n02105162,"itap of a Belgian Malinois dog.",Belgian Malinois dog,1,225
1125,n02113624,"itap of a Toy poodle dog.",Toy poodle,1,265
1126,n01847000,"itap of a drake duck.",drake duck,1,97
1127,n02097209,"itap of a standard schnauzer.",standard schnauzer,1,198
1128,n02108551,"itap of a Tibetan Mastiff.",Tibetan Mastiff,1,244
1129,n02113186,"itap of a Cardigan Welsh corgi dog.",Cardigan Welsh corgi,1,264
1130,n04483307,"itap of a trimaran sailing boat.",trimaran,1,871
1131,n02102040,"itap of a English springer spaniel dog.",English springer spaniel,1,217
1132,n02097130,"itap of a giant schnauzer dog.",giant schnauzer,1,197
1133,n02027492,"itap of a red-backed sandpiper dunlin bird.",red-backed sandpiper dunlin bird,1,140
1134,n02095889,"itap of a Sealyham Terrier dog.",Sealyham Terrier,1,190
1135,n02028035,"itap of a common redshank wading bird.",common redshank wading bird,1,141
