index,node,prompt,class_name,is_leaf,classidx
901,n03785016,"a photo of a moped.",moped,1,665
902,n02085620,"a photo of a Chihuahua.",Chihuahua,1,151
903,n02109525,"a photo of a Saint Bernard dog (St Bernard).",Saint Bernard dog (St Bernard),1,247
904,n02105412,"a photo of a Australian Kelpie dog.",Australian Kelpie,1,227
905,n02090721,"a photo of a Irish wolfhound dog.",Irish wolfhound,1,170
906,n02089867,"a photo of a Treeing Walker Coonhound or Walker foxhound dog.",Treeing Walker Coonhound or Walker foxhound,1,166
907,n03792782,"a photo of a all-terrain mountain bike.",all-terrain mountain bike,1,671
908,n02105855,"a photo of a Shetland sheepdog.",Shetland sheepdog,1,230
909,n01882714,"a photo of a koala bear.",koala bear,1,105
910,n02107574,"a photo of a Greater Swiss Mountain dog.",Greater Swiss Mountain dog,1,238
911,n03594945,"a photo of a jeep or landrover.",jeep or landrover,1,609
912,n02088238,"a photo of a Basset hound.",Basset hound,1,161
913,n02091032,"a photo of a Italian greyhound.",Italian greyhound,1,171
914,n03393912,"a photo of a freight railroad car.",freight car,1,565
915,n04285008,"a photo of a sports car, sport car.",sports car,1,817
916,n02090379,"a photo of a redbone Coonhound.",redbone Coonhound,1,168
917,n02104029,"a photo of a Hungarian kuvasz dog.",Hungarian kuvasz dog,1,222
918,n03447447,"a photo of a gondola.",gondola,1,576
919,n02108672,"a photo of a English bulldog.",English bulldog,0,99999
920,n02008041,"a photo of a heron.",heron,0,99999
921,n02487347,"a photo of a macaque monkey.",macaque monkey,1,373
922,n02174001,"a photo of a rhinoceros beetle.",rhinoceros beetle,1,306
923,n01677366,"a photo of a green iguana.",green iguana,1,39
924,n02100877,"a photo of a Irish red setter.",Irish red setter,1,213
925,n02097474,"a photo of a Tibetan Terrier dog.",Tibetan Terrier,1,200
926,n03095699,"a photo of a container ship.",container ship,1,510
927,n02493509,"a photo of a titi monkey.",titi monkey,1,380
928,n02484975,"a photo of a guenon monkey.",guenon monkey,1,370
929,n02091134,"a photo of a whippet.",whippet,1,172
930,n02097658,"a photo of a Sydney silky Terrier dog.",Sydney silky Terrier,1,201
931,n02110627,"a photo of a Affenpinscher monkey dog.",Affenpinscher monkey dog,1,252
932,n02093056,"a photo of a bull Terrier dog.",bull Terrier,0,99999
933,n02088364,"a photo of a beagle.",beagle,1,162
934,n02111500,"a photo of a Great Pyrenees dog.",Great Pyrenees dog,1,257
935,n03314780,"a photo of a face powder.",face powder,1,551
936,n01739381,"a photo of a vine snake.",vine snake,1,59
937,n02804414,"a photo of a bassinet.",bassinet,1,431
938,n04128499,"a photo of a sailboat or sailing boat.",sailboat or sailing boat,0,99999
939,n02108000,"a photo of a EntleBucher Sennenhund.",EntleBucher Sennenhund,1,241
940,n01740131,"a photo of a night snake.",night snake,1,60
941,n01846331,"a photo of a duck.",duck,0,99999
942,n02107908,"a photo of a Appenzeller Sennenhund.",Appenzeller Sennenhund,1,240
943,n02089973,"a photo of a English foxhound.",English foxhound,1,167
944,n02086240,"a photo of a Shih-Tzu.",Shih-Tzu,1,155
945,n04461696,"a photo of a tow truck.",tow truck,1,864
946,n04465501,"a photo of a tractor.",tractor,1,866
947,n02022684,"a photo of a shorebird, shore bird.",shorebird,0,99999
948,n01729977,"a photo of a smooth green grass snake.",smooth green grass snake,1,55
949,n02098413,"a photo of a Lhasa Apso.",Lhasa Apso,1,204
950,n02097298,"a photo of a Scottish Terrier dog.",Scottish Terrier,1,199
951,n02101006,"a photo of a Gordon setter.",Gordon setter,1,214
952,n02101388,"a photo of a Brittany spaniel dog.",Brittany spaniel,1,215
953,n02071294,"a photo of a killer whale or orca.",killer whale or orca,1,148
954,n02096177,"a photo of a cairn Terrier dog",cairn Terrier,1,192
955,n01682714,"a photo of a Carolina anole chameleon.",Carolina anole chameleon,1,40
956,n02481823,"a photo of a chimpanzee or chimp.",chimpanzee or chimp,1,367
957,n02102973,"a photo of a Irish water spaniel dog.",Irish water spaniel,1,221
958,n01665541,"a photo of a leatherback sea turtle.",leatherback sea turtle,1,34
959,n04146614,"a photo of a school bus.",school bus,1,779
960,n02492660,"a photo of a howler monkey.",howler monkey,1,379
961,n02489166,"a photo of a proboscis monkey.",proboscis monkey,1,376
962,n02104882,"a photo of a Belgian sheepdog or Belgian shepherd.",Belgian sheepdog or Belgian shepherd,0,99999
963,n02930766,"a photo of a cab or taxi.",cab or taxi,1,468
964,n03930630,"a photo of a pickup truck.",pickup truck,1,717
965,n02101861,"a photo of a springer spaniel dog.",springer spaniel,0,99999
966,n02113335,"a photo of a Poodle dog.",Poodle dog,0,99999
967,n02087046,"a photo of a toy Terrier dog.",toy Terrier,1,158
968,n02500267,"a photo of a indri or indris lemur (babakato).",indri or indris lemur (babakato),1,384
969,n02007558,"a photo of a flamingo.",flamingo,1,130
970,n02493793,"a photo of a Geoffroy's spider monkey.",Geoffroy's spider monkey,1,381
971,n03100240,"a photo of a convertible car.",convertible car,1,511
972,n01753959,"a photo of a pit viper.",pit viper,0,99999
973,n02104365,"a photo of a Schipperke dog.",Schipperke dog,1,223
974,n02096585,"a photo of a Boston bull Terrier dog.",Boston bull Terrier,1,195
975,n02110341,"a photo of a dalmatian or coach dog.",dalmatian or coach dog,1,251
976,n02105251,"a photo of a Briard Berger de Brie French dog.",Briard Berger de Brie French dog,1,226
977,n02116738,"a photo of a African hunting dog.",African hunting dog,1,275
978,n02002075,"a photo of a stork.",stork,0,99999
979,n02107683,"a photo of a Bernese mountain dog.",Bernese mountain dog,1,239
980,n02106166,"a photo of a Border collie dog.",Border collie dog,1,232
981,n02480855,"a photo of a gorilla.",gorilla,1,366
982,n01687978,"a photo of a agama lizard.",agama lizard,1,42
983,n02085936,"a photo of a Maltese Terrier dog.",Maltese Terrier dog,1,153
984,n02093859,"a photo of a Kerry blue Terrier dog.",Kerry blue Terrier,1,183
985,n03662601,"a photo of a lifeboat.",lifeboat,1,625
986,n02108422,"a photo of a Bull Mastiff dog.",Bull Mastiff dog,1,243
987,n02006656,"a photo of a spoonbill bird.",spoonbill bird,1,129
988,n02100735,"a photo of a English setter.",English setter,1,212
989,n02091467,"a photo of a Norwegian elkhound.",Norwegian elkhound,1,174
990,n03131574,"a photo of a crib or baby cot.",crib or baby cot,1,520
991,n02106030,"a photo of a collie.",collie,1,231
992,n02088632,"a photo of a bluetick Coonhound.",bluetick Coonhound,1,164
993,n04273569,"a photo of a speedboat.",speedboat,1,814
994,n02490219,"a photo of a marmoset monkey.",marmoset monkey,1,377
995,n02115913,"a photo of a dhole dog.",dhole dog,1,274
996,n02090622,"a photo of a borzoi Russian hunting Wolfhound.",borzoi Russian hunting Wolfhound,1,169
997,n03345487,"a photo of a fire engine truck.",fire engine,1,555
998,n04310018,"a photo of a steam locomotive.",steam locomotive,1,820
999,n02105505,"a photo of a Hunagrian Komondor sheepdog.",Hunagrian Komondor sheepdog,1,228
1000,n01855672,"a photo of a goose.",goose,1,99
1001,n02106382,"a photo of a Bouvier des Flandres dog.",Bouvier des Flandres dog,1,233
1002,n02108089,"a photo of a Boxer dog.",Boxer dog,1,242
1003,n04606251,"a photo of a shipwreck.",shipwreck,1,913
1004,n02091244,"a photo of a Ibizan hound, Ibizan Podenco.",Ibizan hound,1,173
1005,n04467665,"a photo of a trailer truck.",trailer truck,1,867
1006,n03670208,"a photo of a limousine or limo.",limousine or limo,1,627
1007,n02488291,"a photo of a langur.",langur,1,374
1008,n02120079,"a photo of a Arctic white fox.",Arctic white fox,1,279
1009,n02110958,"a photo of a Pug dog.",Pug dog,1,254
1010,n03125729,"a photo of a cradle.",cradle,1,516
1011,n02091831,"a photo of a Saluki or gazelle hound.",Saluki or gazelle hound,1,176
1012,n03777568,"a photo of a Ford Model T car.",Ford Model T car,1,661
1013,n03272562,"a photo of a electric locomotive railroad train.",electric locomotive,1,547
1014,n01688243,"a photo of a frilled-necked lizard.",frilled-necked lizard,1,43
1015,n02056570,"a photo of a king penguin.",king penguin,1,145
1016,n02099849,"a photo of a Chesapeake Bay retriever.",Chesapeake Bay retriever,1,209
1017,n02112826,"a photo of a Welsh corgi dog.",Welsh corgi,0,99999
1018,n02483362,"a photo of a gibbon.",gibbon,1,368
1019,n02096294,"a photo of a Australian Terrier dog.",Australian Terrier,1,193
1020,n03344393,"a photo of a fireboat.",fireboat,1,554
1021,n02690373,"a photo of a airliner.",airliner,1,404
1022,n02093991,"a photo of a Irish Terrier dog.",Irish Terrier,1,184
1023,n02099601,"a photo of a golden retriever dog.",golden retriever,1,207
1024,n02098286,"a photo of a West Highland white Terrier dog.",West Highland white Terrier,1,203
1025,n02110806,"a photo of a Basenji hunting dog.",Basenji hunting dog,1,253
1026,n02497673,"a photo of a Madagascar ring-tailed lemur.",Madagascar ring-tailed lemur,1,383
1027,n02172182,"a photo of a dung beetle.",dung beetle,1,305
1028,n01737021,"a photo of a water snake.",water snake,1,58
1029,n02093647,"a photo of a Bedlington Terrier dog.",Bedlington Terrier,1,181
1030,n03977966,"a photo of a police van.",police van,1,734
1031,n02099712,"a photo of a Labrador retriever.",Labrador retriever,1,208
1032,n03673027,"a photo of a ocean liner ship.",ocean liner ship,1,628
1033,n02112706,"a photo of a Brabancon griffon dog.",Brabancon griffon dog,1,262
1034,n02092339,"a photo of a Weimaraner hound.",Weimaraner hound,1,178
1035,n02101556,"a photo of a Clumber spaniel dog.",Clumber spaniel,1,216
1036,n02109047,"a photo of a Great Dane dog.",Great Dane dog,1,246
1037,n04592741,a photo of a airplane wing.,airplane wing,1,908
1038,n03445924,"a photo of a golfcart, golf cart.",golfcart,1,575
1039,n02066245,"a photo of a grey whale.",grey whale,1,147
1040,n02092002,"a photo of a Scottish deerhound.",Scottish deerhound,1,177
1041,n02115641,"a photo of a dingo dog or warrigal.",dingo dog or warrigal,1,273
1042,n02488702,"a photo of a black-and-white colobus monkey.",black-and-white colobus monkey,1,375
1043,n01664065,"a photo of a loggerhead sea turtle.",loggerhead sea turtle,1,33
1044,n02120505,"a photo of a grey fox, gray fox, Urocyon cinereoargenteus.",grey fox,1,280
1045,n02098105,"a photo of a soft-coated wheaten Terrier dog.",soft-coated wheaten Terrier,1,202
1046,n02099267,"a photo of a flat-coated retriever.",flat-coated retriever,1,205
1047,n02105641,"a photo of a Old English sheepdog or bobtail.",Old English sheepdog or bobtail,1,229
1048,n02108254,"a photo of a Mastiff dog.",Mastiff,0,99999
1049,n01728572,"a photo of a worm snake.",worm snake,1,52
1050,n01735189,"a photo of a garter snake.",garter snake,1,57
1051,n01729322,"a photo of a eastern hog-nosed snake or puff adder.",eastern hog-nosed snake or puff adder,1,54
1052,n03895866,"a photo of a passenger coach railroad car.",passenger coach,1,705
1053,n02119022,"a photo of a red fox.",red fox,1,277
1054,n02797295,"a photo of a wheelbarrow cart.",wheelbarrow,1,428
1055,n02096756,"a photo of a schnauzer dog.",schnauzer,0,99999
1056,n02835271,"a photo of a bicycle-built-for-two or tandem bicycle.",bicycle-built-for-two or tandem bicycle,1,444
1057,n02086346,"a photo of a toy spaniel dog.",toy spaniel,0,99999
1058,n02086079,"a photo of a Pekingese dog.",Pekingese dog,1,154
1059,n02088094,"a photo of a Afghan hound.",Afghan hound,1,160
1060,n02106550,"a photo of a Rottweiler.",Rottweiler,1,234
1061,n04037443,"a photo of a race car or racing car.",race car or racing car,1,751
1062,n03791053,"a photo of a motor scooter.",motor scooter,1,670
1063,n02088466,"a photo of a bloodhound.",bloodhound,1,163
1064,n02951358,"a photo of a canoe.",canoe,1,472
1065,n03796401,"a photo of a moving van.",moving van,1,675
1066,n02119789,"a photo of a kit fox.",kit fox,1,278
1067,n02094258,"a photo of a Norwich Terrier dog.",Norwich Terrier,1,186
1068,n04147183,"a photo of a schooner.",schooner,1,780
1069,n04204347,"a photo of a shopping cart.",shopping cart,1,791
1070,n02100236,"a photo of a German short-haired pointer.",German short-haired pointer,1,210
1071,n02107312,"a photo of a Miniature pinscher dog.",Miniature pinscher dog,1,237
1072,n02111129,"a photo of a Leonberger dog.",Leonberger dog,1,255
1073,n02094433,"a photo of a Yorkshire Terrier dog.",Yorkshire Terrier,1,187
1074,n02687172,"a photo of a aircraft carrier.",aircraft carrier,1,403
1075,n02494079,"a photo of a common squirrel monkey.",common squirrel monkey,1,382
1076,n02110185,"a photo of a Siberian husky dog.",Siberian husky dog,1,250
1077,n02096437,"a photo of a Dandie Dinmont Terrier dog.",Dandie Dinmont Terrier,1,194
1078,n02012849,"a photo of a crane bird.",crane bird,1,134
1079,n03676483,"a photo of a lipstick or lip rouge.",lipstick or lip rouge,1,629
1080,n02095412,"a photo of a wire-haired Terrier dog.",wire-haired Terrier,0,99999
1081,n03947888,"a photo of a pirate ship.",pirate ship,1,724
1082,n02058221,"a photo of a albatross.",albatross,1,146
1083,n04612504,"a photo of a yawl boat.",yawl,1,914
1084,n02018795,"a photo of a bustard bird.",bustard bird,1,138
1085,n02492035,"a photo of a white-headed capuchin monkey.",white-headed capuchin monkey,1,378
1086,n02102480,"a photo of a Sussex spaniel dog.",Sussex spaniel,1,220
1087,n02096051,"a photo of a Airedale Terrier dog.",Airedale Terrier,1,191
1088,n02085782,"a photo of a Japanese Chin spaniel dog.",Japanese Chin spaniel,1,152
1089,n03384352,"a photo of a forklift.",forklift,1,561
1090,n04487081,"a photo of a trolleybus.",trolleybus,1,874
1091,n02094114,"a photo of a Norfolk Terrier dog.",Norfolk Terrier,1,185
1092,n02113978,"a photo of a Mexican hairless dog (xoloitzcuintli).",Mexican hairless dog (xoloitzcuintli),1,268
1093,n02051845,"a photo of a pelican bird.",pelican,1,144
1094,n01734418,"a photo of a king snake.",king snake,1,56
1095,n02093754,"a photo of a Border Terrier dog.",Border Terrier,1,182
1096,n02002724,"a photo of a black stork.",black stork,1,128
1097,n02009229,"a photo of a little blue heron.",little blue heron,1,131
1098,n02981792,"a photo of a catamaran sailing boat.",catamaran,1,484
1099,n02105056,"a photo of a Groenendael dog.",Groenendael dog,1,224
1100,n02112018,"a photo of a Pomeranian dog.",Pomeranian,1,259
1101,n02095727,"a photo of a Welsh Terrier dog.",Welsh Terrier,0,99999
1102,n02025239,"a photo of a ruddy turnstone bird.",ruddy turnstone bird,1,139
1103,n02113712,"a photo of a Miniature poodle dog.",Miniature poodle,1,266
1104,n02026059,"a photo of a sandpiper wading bird.",sandpiper wading bird,0,99999
1105,n02002556,"a photo of a white stork.",white stork,1,127
1106,n02093256,"a photo of a Staffordshire bull Terrier dog.",Staffordshire bull Terrier,1,179
1107,n01855032,"a photo of a red-breasted merganser duck.",red-breasted merganser,1,98
1108,n02093428,"a photo of a American Staffordshire pit bull Terrier dog.",American Staffordshire pit bull Terrier,1,180
1109,n02086646,"a photo of a Blenheim cavelier King Charles spaniel dog.",Blenheim cavelier King Charles spaniel,1,156
1110,n02111889,"a photo of a Samoyed dog.",Samoyed dog,1,258
1111,n02112137,"a photo of a Chow Chow dog.",Chow Chow dog,1,260
1112,n01755581,"a photo of a eastern diamondback rattlesnake.",eastern diamondback rattlesnake,1,67
1113,n01756291,"a photo of a sidewinder horned rattlesnake.",sidewinder horned rattlesnake,1,68
1114,n02113023,"a photo of a Pembroke Welsh corgi dog.",Pembroke Welsh corgi,1,263
1115,n02009912,"a photo of a American great white egret bird.",American great white egret,1,132
1116,n02095570,"a photo of a Lakeland Terrier dog.",Lakeland Terrier,1,189
1117,n02097047,"a photo of a miniature schnauzer dog.",miniature schnauzer,1,196
1118,n02011460,"a photo of a bittern bird.",bittern bird,1,133
1119,n02113799,"a photo of a Standard poodle dog.",Standard poodle,1,267
1120,n02033041,"a photo of a dowitcher wading bird.",dowitcher wading bird,1,142
1121,n02102177,"a photo of a Welsh springer spaniel dog.",Welsh springer spaniel dog,1,218
1122,n02108915,"a photo of a French bulldog.",French bulldog,1,245
1123,n02086910,"a photo of a Papillon Continental Toy Spaniel dog.",Papillon Continental Toy Spaniel,1,157
1124,n02105162,"a photo of a Belgian Malinois dog.",Belgian Malinois dog,1,225
1125,n02113624,"a photo of a Toy poodle dog.",Toy poodle,1,265
1126,n01847000,"a photo of a drake duck.",drake duck,1,97
1127,n02097209,"a photo of a standard schnauzer dog.",standard schnauzer,1,198
1128,n02108551,"a photo of a Tibetan Mastiff dog.",Tibetan Mastiff,1,244
1129,n02113186,"a photo of a Cardigan Welsh corgi dog.",Cardigan Welsh corgi,1,264
1130,n04483307,"a photo of a trimaran sailing boat.",trimaran,1,871
1131,n02102040,"a photo of a English springer spaniel dog.",English springer spaniel,1,217
1132,n02097130,"a photo of a giant schnauzer dog.",giant schnauzer,1,197
1133,n02027492,"a photo of a red-backed sandpiper dunlin bird.",red-backed sandpiper dunlin bird,1,140
1134,n02095889,"a photo of a Sealyham Terrier dog.",Sealyham Terrier,1,190
1135,n02028035,"a photo of a common redshank wading bird.",common redshank wading bird,1,141
