index,node,prompt,class_name,is_leaf,classidx
926,n02096585,a photo of a Boston bull Terrier.,Boston bull Terrier,1,195
927,n02006656,a photo of a spoonbill bird.,spoonbill bird,1,129
928,n01740131,a photo of a night snake.,night snake,1,60
929,n02109525,a photo of a Saint Bernard dog (St Bernard).,Saint Bernard dog (St Bernard),1,247
930,n02056570,a photo of a king penguin.,king penguin,1,145
931,n04252225,a photo of a snowplow or snowplough.,snowplow or snowplough,1,803
932,n02096437,a photo of a Dandie Dinmont Terrier.,Dandie Dinmont Terrier,1,194
933,n02107908,a photo of a Appenzeller Sennenhund.,Appenzeller Sennenhund,1,240
934,n04487081,a photo of a trolleybus.,trolleybus,1,874
935,n02094114,a photo of a Norfolk Terrier.,Norfolk Terrier,1,185
936,n04465501,a photo of a tractor.,tractor,1,866
937,n02493509,a photo of a titi monkey.,titi monkey,1,380
938,n02088364,a photo of a beagle dog.,beagle dog,1,162
939,n02111626,a photo of a Spitz dog.,Spitz dog,0,99999
940,n03792782,a photo of a all-terrain mountain bike.,all-terrain mountain bike,1,671
941,n02102318,a photo of a English cocker spaniel.,English cocker spaniel,1,219
942,n02105412,a photo of a Australian Kelpie.,Australian Kelpie,1,227
943,n04285008,a photo of a sports car.,sports car,1,817
944,n02100236,a photo of a German short-haired pointer.,German short-haired pointer,1,210
945,n02107312,a photo of a Miniature pinscher dog.,Miniature pinscher dog,1,237
946,n02018207,a photo of a American coot.,American coot,1,137
947,n02104029,a photo of a Hungarian kuvasz dog.,Hungarian kuvasz dog,1,222
948,n02486410,a photo of a baboon monkey.,baboon monkey,1,372
949,n02108672,a photo of a English bulldog.,English bulldog,0,99999
950,n02492035,a photo of a white-headed capuchin monkey.,white-headed capuchin monkey,1,378
951,n01728920,a photo of a ring-necked snake.,ring-necked snake,1,53
952,n03272562,a photo of a electric locomotive.,electric locomotive,1,547
953,n02088238,a photo of a Basset hound dog.,Basset hound dog,1,161
954,n03345487,a photo of a fire engine.,fire engine,1,555
955,n02091831,a photo of a Saluki or gazelle hound dog.,Saluki or gazelle hound dog,1,176
956,n02102973,a photo of a Irish water spaniel.,Irish water spaniel,1,221
957,n02089867,a photo of a Treeing Walker Coonhound or Walker foxhound dog.,Treeing Walker Coonhound or Walker foxhound dog,1,166
958,n02804414,a photo of a bassinet 's bed.,bassinet 's bed,1,431
959,n03314780,a photo of a face powder.,face powder,1,551
960,n03785016,a photo of a moped  cycle.,moped  cycle,1,665
961,n02797295,a photo of a wheelbarrow.,wheelbarrow,1,428
962,n02088466,a photo of a bloodhound dog.,bloodhound dog,1,163
963,n01665541,a photo of a leatherback sea turtle.,leatherback sea turtle,1,34
964,n02105641,a photo of a Old English sheepdog or bobtail.,Old English sheepdog or bobtail,1,229
965,n02096756,a photo of a schnauzer.,schnauzer,0,99999
966,n02105251,a photo of a Briard Berger de Brie French dog.,Briard Berger de Brie French dog,1,226
967,n02091244,a photo of a Ibizan hound or Ibizan Podenco dog.,Ibizan hound or Ibizan Podenco dog,1,173
968,n02096177,a photo of a cairn Terrier.,cairn Terrier,1,192
969,n02119789,a photo of a kit fox.,kit fox,1,278
970,n02113335,a photo of a Poodle dog.,Poodle dog,0,99999
971,n03444034,a photo of a go-kart.,go-kart,1,573
972,n01664065,a photo of a loggerhead sea turtle.,loggerhead sea turtle,1,33
973,n02106166,a photo of a Border collie dog.,Border collie dog,1,232
974,n02088632,a photo of a bluetick Coonhound dog.,bluetick Coonhound dog,1,164
975,n02106382,a photo of a Bouvier des Flandres dog.,Bouvier des Flandres dog,1,233
976,n02100877,a photo of a Irish red setter.,Irish red setter,1,213
977,n02093056,a photo of a bull Terrier.,bull Terrier,0,99999
978,n02090379,a photo of a redbone Coonhound dog.,redbone Coonhound dog,1,168
979,n03417042,a photo of a garbage truck.,garbage truck,1,569
980,n02111129,a photo of a Leonberger dog.,Leonberger dog,1,255
981,n03393912,a photo of a freight car  railroad.,freight car  railroad,1,565
982,n02110063,a photo of a Alaskan Malamute dog.,Alaskan Malamute dog,1,249
983,n02097658,a photo of a Sydney silky Terrier.,Sydney silky Terrier,1,201
984,n01682714,a photo of a Carolina anole.,Carolina anole,1,40
985,n02489166,a photo of a proboscis monkey.,proboscis monkey,1,376
986,n01846331,a photo of a duck.,duck,0,99999
987,n03791053,a photo of a motor scooter  cycle.,motor scooter  cycle,1,670
988,n02002075,a photo of a stork.,stork,0,99999
989,n04146614,a photo of a school bus.,school bus,1,779
990,n02086079,a photo of a Pekingese dog.,Pekingese dog,1,154
991,n02091134,a photo of a whippet dog.,whippet dog,1,172
992,n02099429,a photo of a curly-coated retriever.,curly-coated retriever,1,206
993,n02099849,a photo of a Chesapeake Bay retriever.,Chesapeake Bay retriever,1,209
994,n02483708,a photo of a siamang.,siamang,1,369
995,n03769881,a photo of a minibus.,minibus,1,654
996,n03131574,a photo of a crib or baby cot 's bed.,crib or baby cot 's bed,1,520
997,n02093859,a photo of a Kerry blue Terrier.,Kerry blue Terrier,1,183
998,n03670208,a photo of a limousine or limo.,limousine or limo,1,627
999,n02085936,a photo of a Maltese Terrier dog.,Maltese Terrier dog,1,153
1000,n02110185,a photo of a Siberian husky dog.,Siberian husky dog,1,250
1001,n01729322,a photo of a eastern hog-nosed snake or puff adder.,eastern hog-nosed snake or puff adder,1,54
1002,n03100240,a photo of a convertible car.,convertible car,1,511
1003,n02091032,a photo of a Italian greyhound dog.,Italian greyhound dog,1,171
1004,n02096294,a photo of a Australian Terrier.,Australian Terrier,1,193
1005,n02093647,a photo of a Bedlington Terrier.,Bedlington Terrier,1,181
1006,n02051845,a photo of a pelican.,pelican,1,144
1007,n02099712,a photo of a Labrador retriever.,Labrador retriever,1,208
1008,n02071294,a photo of a killer whale or orca.,killer whale or orca,1,148
1009,n04461696,a photo of a tow truck.,tow truck,1,864
1010,n02835271,a photo of a bicycle-built-for-two or tandem bicycle.,bicycle-built-for-two or tandem bicycle,1,444
1011,n02488291,a photo of a langur monkey.,langur monkey,1,374
1012,n02101861,a photo of a springer spaniel.,springer spaniel,0,99999
1013,n03977966,a photo of a police van.,police van,1,734
1014,n03594945,a photo of a jeep or landrover.,jeep or landrover,1,609
1015,n03445924,a photo of a golfcart or golf cart.,golfcart or golf cart,1,575
1016,n01855672,a photo of a goose.,goose,1,99
1017,n02094433,a photo of a Yorkshire Terrier.,Yorkshire Terrier,1,187
1018,n02098286,a photo of a West Highland white Terrier.,West Highland white Terrier,1,203
1019,n02102480,a photo of a Sussex spaniel.,Sussex spaniel,1,220
1020,n02112706,a photo of a Brabancon griffon dog  Brussels griffon dog.,Brabancon griffon dog  Brussels griffon dog,1,262
1021,n02111500,a photo of a Great Pyrenees dog.,Great Pyrenees dog,1,257
1022,n01685808,a photo of a desert grassland whiptail lizard.,desert grassland whiptail lizard,1,41
1023,n03895866,a photo of a passenger coach railroad.,passenger coach railroad,1,705
1024,n02087394,a photo of a Rhodesian ridgeback.,Rhodesian ridgeback,1,159
1025,n02120505,a photo of a grey fox or gray fox.,grey fox or gray fox,1,280
1026,n03676483,a photo of a lipstick or lip rouge.,lipstick or lip rouge,1,629
1027,n02106030,a photo of a collie.,collie,1,231
1028,n02100583,a photo of a Hungarian vizsla pointer.,Hungarian vizsla pointer,1,211
1029,n02018795,a photo of a bustard bird.,bustard bird,1,138
1030,n02101006,a photo of a Gordon setter.,Gordon setter,1,214
1031,n02087046,a photo of a toy Terrier.,toy Terrier,1,158
1032,n02115641,a photo of a dingo dog or warrigal.,dingo dog or warrigal,1,273
1033,n02112350,a photo of a Keeshond Spitz dog.,Keeshond Spitz dog,1,261
1034,n02101556,a photo of a Clumber spaniel.,Clumber spaniel,1,216
1035,n02120079,a photo of a Arctic white fox.,Arctic white fox,1,279
1036,n01729977,a photo of a smooth green snake.,smooth green snake,1,55
1037,n03384352,a photo of a forklift.,forklift,1,561
1038,n03770679,a photo of a minivan.,minivan,1,656
1039,n02093991,a photo of a Irish Terrier.,Irish Terrier,1,184
1040,n02086346,a photo of a toy spaniel.,toy spaniel,0,99999
1041,n02099601,a photo of a golden retriever.,golden retriever,1,207
1042,n02105505,a photo of a Hunagrian Komondor sheepdog.,Hunagrian Komondor sheepdog,1,228
1043,n02066245,a photo of a grey whale.,grey whale,1,147
1044,n02480855,a photo of a gorilla.,gorilla,1,366
1045,n02486261,a photo of a patas hussar monkey.,patas hussar monkey,1,371
1046,n01728572,a photo of a worm snake.,worm snake,1,52
1047,n02093754,a photo of a Border Terrier.,Border Terrier,1,182
1048,n02500267,a photo of a indri or indris lemur (babakato).,indri or indris lemur (babakato),1,384
1049,n02107683,a photo of a Bernese mountain dog.,Bernese mountain dog,1,239
1050,n01737021,a photo of a water snake.,water snake,1,58
1051,n02108422,a photo of a Bull Mastiff dog.,Bull Mastiff dog,1,243
1052,n02104365,a photo of a Schipperke dog.,Schipperke dog,1,223
1053,n02113978,a photo of a Mexican hairless dog (xoloitzcuintli).,Mexican hairless dog (xoloitzcuintli),1,268
1054,n02089078,a photo of a black-and-tan Coonhound dog.,black-and-tan Coonhound dog,1,165
1055,n02106550,a photo of a Rottweiler.,Rottweiler,1,234
1056,n02110958,a photo of a Pug dog.,Pug dog,1,254
1057,n02022684,a photo of a shorebird or shore bird.,shorebird or shore bird,0,99999
1058,n02107142,a photo of a Doberman.,Doberman,1,236
1059,n02483362,a photo of a gibbon.,gibbon,1,368
1060,n02490219,a photo of a marmoset monkey.,marmoset monkey,1,377
1061,n02930766,a photo of a cab or taxi car.,cab or taxi car,1,468
1062,n02481823,a photo of a chimpanzee or chimp.,chimpanzee or chimp,1,367
1063,n02092002,a photo of a Scottish deerhound dog.,Scottish deerhound dog,1,177
1064,n02109961,a photo of a Eskimo husky dog.,Eskimo husky dog,1,248
1065,n02484975,a photo of a guenon monkey.,guenon monkey,1,370
1066,n02115913,a photo of a dhole dog.,dhole dog,1,274
1067,n02099267,a photo of a flat-coated retriever.,flat-coated retriever,1,205
1068,n02012849,a photo of a crane bird.,crane bird,1,134
1069,n02108254,a photo of a Mastiff.,Mastiff,0,99999
1070,n03125729,a photo of a cradle 's bed.,cradle 's bed,1,516
1071,n01734418,a photo of a king snake.,king snake,1,56
1072,n02058221,a photo of a albatross.,albatross,1,146
1073,n02172182,a photo of a dung beetle.,dung beetle,1,305
1074,n02108089,a photo of a Boxer dog.,Boxer dog,1,242
1075,n02091467,a photo of a Norwegian elkhound dog.,Norwegian elkhound dog,1,174
1076,n01739381,a photo of a vine snake.,vine snake,1,59
1077,n02085620,a photo of a Chihuahua.,Chihuahua,1,151
1078,n02494079,a photo of a common squirrel monkey.,common squirrel monkey,1,382
1079,n02108000,a photo of a EntleBucher Sennenhund.,EntleBucher Sennenhund,1,241
1080,n02092339,a photo of a Weimaraner hound dog.,Weimaraner hound dog,1,178
1081,n02100735,a photo of a English setter.,English setter,1,212
1082,n02111277,a photo of a Newfoundland dog.,Newfoundland dog,1,256
1083,n04037443,a photo of a race car or racing car.,race car or racing car,1,751
1084,n02086240,a photo of a Shih-Tzu.,Shih-Tzu,1,155
1085,n02174001,a photo of a rhinoceros beetle.,rhinoceros beetle,1,306
1086,n02094258,a photo of a Norwich Terrier.,Norwich Terrier,1,186
1087,n02105855,a photo of a Shetland sheepdog.,Shetland sheepdog,1,230
1088,n02487347,a photo of a macaque monkey.,macaque monkey,1,373
1089,n01735189,a photo of a garter snake.,garter snake,1,57
1090,n02098413,a photo of a Lhasa Apso.,Lhasa Apso,1,204
1091,n01677366,a photo of a green iguana.,green iguana,1,39
1092,n02110627,a photo of a Affenpinscher monkey dog.,Affenpinscher monkey dog,1,252
1093,n02007558,a photo of a flamingo.,flamingo,1,130
1094,n02013706,a photo of a limpkin bird.,limpkin bird,1,135
1095,n02085782,a photo of a Japanese Chin spaniel.,Japanese Chin spaniel,1,152
1096,n02105056,a photo of a Groenendael dog.,Groenendael dog,1,224
1097,n02111889,a photo of a Samoyed dog.,Samoyed dog,1,258
1098,n02093256,a photo of a Staffordshire bull Terrier.,Staffordshire bull Terrier,1,179
1099,n02108915,a photo of a French bulldog.,French bulldog,1,245
1100,n02113799,a photo of a Standard poodle.,Standard poodle,1,267
1101,n02093428,a photo of a American Staffordshire pit bull Terrier.,American Staffordshire pit bull Terrier,1,180
1102,n02102040,a photo of a English springer spaniel.,English springer spaniel,1,217
1103,n02113023,a photo of a Pembroke Welsh corgi.,Pembroke Welsh corgi,1,263
1104,n02086910,a photo of a Papillon Continental Toy Spaniel.,Papillon Continental Toy Spaniel,1,157
1105,n02095570,a photo of a Lakeland Terrier.,Lakeland Terrier,1,189
1106,n02002556,a photo of a white stork.,white stork,1,127
1107,n02108551,a photo of a Tibetan Mastiff.,Tibetan Mastiff,1,244
1108,n01847000,a photo of a drake duck.,drake duck,1,97
1109,n01755581,a photo of a eastern diamondback rattlesnake.,eastern diamondback rattlesnake,1,67
1110,n02026059,a photo of a sandpiper wading bird.,sandpiper wading bird,0,99999
1111,n02009229,a photo of a little blue heron.,little blue heron,1,131
1112,n02113186,a photo of a Cardigan Welsh corgi.,Cardigan Welsh corgi,1,264
1113,n02025239,a photo of a ruddy turnstone bird.,ruddy turnstone bird,1,139
1114,n02097209,a photo of a standard schnauzer.,standard schnauzer,1,198
1115,n02033041,a photo of a dowitcher wading bird.,dowitcher wading bird,1,142
1116,n02113712,a photo of a Miniature poodle.,Miniature poodle,1,266
1117,n02105162,a photo of a Belgian Malinois dog.,Belgian Malinois dog,1,225
1118,n02097047,a photo of a miniature schnauzer.,miniature schnauzer,1,196
1119,n02009912,a photo of a American great white egret.,American great white egret,1,132
1120,n02002724,a photo of a black stork.,black stork,1,128
1121,n02112018,a photo of a Pomeranian.,Pomeranian,1,259
1122,n02086646,a photo of a Blenheim cavelier King Charles spaniel.,Blenheim cavelier King Charles spaniel,1,156
1123,n02102177,a photo of a Welsh springer spaniel.,Welsh springer spaniel,1,218
1124,n02112137,a photo of a Chow Chow dog.,Chow Chow dog,1,260
1125,n02095727,a photo of a Welsh Terrier.,Welsh Terrier,0,99999
1126,n02011460,a photo of a bittern bird.,bittern bird,1,133
1127,n01756291,a photo of a sidewinder horned rattlesnake.,sidewinder horned rattlesnake,1,68
1128,n02113624,a photo of a Toy poodle.,Toy poodle,1,265
1129,n02097130,a photo of a giant schnauzer.,giant schnauzer,1,197
1130,n01855032,a photo of a red-breasted merganser.,red-breasted merganser,1,98
1131,n02028035,a photo of a common redshank wading bird.,common redshank wading bird,1,141
1132,n02095889,a photo of a Sealyham Terrier.,Sealyham Terrier,1,190
1133,n02027492,a photo of a red-backed sandpiper dunlin bird.,red-backed sandpiper dunlin bird,1,140
